model,displ,cyl,trans,drive,fuel,stnd,underhood_id,veh_class,air_pollution_score,fe_calc_appr,city_mpg,hwy_mpg,cmb_mpg,unadj_cmb_mpg,greenhouse_gas_score,smartway
CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,B5,8CRXV02.4ME1,SUV,6.0,Drv,20.0,25.0,22.0,28.8024,5,no
CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,B5,8CRXV02.4ME3,SUV,6.0,Drv,21.0,26.0,23.0,30.2881,5,yes
CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,L2,8CRXV02.4ME1,SUV,6.0,Drv,18.0,24.0,21.0,26.9473,4,no
CHRYSLER PT Cruiser,2.4,4,Auto-L4,2WD,Gasoline,L2,8CRXV02.4ME3,SUV,6.0,Drv,19.0,24.0,21.0,27.4701,4,no
CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,L2,8CRXV02.4ME1,SUV,6.0,Drv,20.0,25.0,22.0,28.8024,3,no
CHRYSLER PT Cruiser,2.4,4,Man-5,2WD,Gasoline,L2,8CRXV02.4ME3,SUV,6.0,Drv,21.0,26.0,23.0,30.2881,3,yes
CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,U2,8CRXV0148M80,small car,7.0,Drv,18.0,24.0,21.0,26.9473,3,yes
CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,U2,8CRXV0148M80,small car,7.0,Drv,19.0,24.0,21.0,27.4701,3,yes
CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,U2,8CRXV0148M80,small car,7.0,Drv,20.0,25.0,22.0,28.8024,3,yes
CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,B5,8CRXV02.4ME1,small car,6.0,Drv,18.0,24.0,21.0,26.9473,3,no
CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,B5,8CRXV02.4ME3,small car,6.0,Drv,19.0,24.0,21.0,27.4701,3,no
CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,B5,8CRXV02.4ME1,small car,6.0,Drv,20.0,25.0,22.0,28.8024,3,no
CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,B5,8CRXV02.4ME3,small car,6.0,Drv,21.0,26.0,23.0,30.2881,3,yes
CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,L2,8CRXV02.4ME1,small car,6.0,Drv,18.0,24.0,21.0,26.9473,3,no
CHRYSLER PT Cruiser Convertible,2.4,4,Auto-L4,2WD,Gasoline,L2,8CRXV02.4ME3,small car,6.0,Drv,19.0,24.0,21.0,27.4701,3,no
CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,L2,8CRXV02.4ME1,small car,6.0,Drv,20.0,25.0,22.0,28.8024,3,no
CHRYSLER PT Cruiser Convertible,2.4,4,Man-5,2WD,Gasoline,L2,8CRXV02.4ME3,small car,6.0,Drv,21.0,26.0,23.0,30.2881,3,yes
CHRYSLER Pacifica,3.8,6,Auto-L4,2WD,Gasoline,U2,8CRXT0231N80,SUV,7.0,Drv,15.0,22.0,18.0,22.8316,3,no
CHRYSLER Pacifica,4.0,6,Auto-L6,2WD,Gasoline,U2,8CRXB0241M80,SUV,7.0,Drv,15.0,23.0,17.0,22.3852,4,no
CHRYSLER Pacifica,4.0,6,Auto-L6,4WD,Gasoline,U2,8CRXB0241M80,SUV,7.0,Drv,14.0,22.0,17.0,21.6076,4,no
CHRYSLER Pacifica,3.8,6,Auto-L4,2WD,Gasoline,B5,8CRXT03.8NE0,SUV,6.0,Drv,15.0,22.0,18.0,22.8316,3,no
CHRYSLER Pacifica,4.0,6,Auto-L6,2WD,Gasoline,B5,8CRXB04.0ME0,SUV,6.0,Drv,15.0,23.0,17.0,22.3852,3,no
CHRYSLER Pacifica,4.0,6,Auto-L6,4WD,Gasoline,B5,8CRXB04.0ME0,SUV,6.0,Drv,14.0,22.0,17.0,21.6076,3,no
CHRYSLER SRT-8,3.5,6,Auto-L5,2WD,Gasoline,U2,8CRXV0215M80,large car,7.0,Drv,17.0,24.0,20.0,25.3086,3,yes
CHRYSLER SRT-8,3.5,6,Auto-L4,2WD,Gasoline,U2,8CRXV0215M80,large car,7.0,Drv,17.0,24.0,20.0,25.8136,3,yes
CHRYSLER SRT-8,5.7,8,Auto-L5,2WD,Gasoline,B4,8CRXV05.7MD0,large car,7.0,Drv,15.0,23.0,18.0,23.4146,3,no
CHRYSLER SRT-8,2.7,6,Auto-L4,2WD,Gasoline,B5,8CRXV02.7ME0,large car,6.0,Drv,18.0,26.0,21.0,27.5143,3,no
CHRYSLER SRT-8,2.7,6,Auto-L4,2WD,Gasoline,L2,8CRXV02.7ME0,large car,6.0,Drv,18.0,26.0,21.0,27.5143,3,no
CHRYSLER SRT-8,3.5,6,Auto-L5,2WD,Gasoline,B5,8CRXV03.5ME0,large car,6.0,Drv,17.0,24.0,20.0,25.3086,3,no
CHRYSLER SRT-8,3.5,6,Auto-L4,2WD,Gasoline,B5,8CRXV03.5ME0,large car,6.0,Drv,17.0,24.0,20.0,25.8136,3,no
CHRYSLER SRT-8,6.1,8,Auto-L5,2WD,Gasoline,B5,8CRXV06.1ME0,large car,6.0,Drv,13.0,18.0,15.0,19.0126,7,no
CHRYSLER SRT-8,6.1,8,Auto-L5,2WD,Gasoline,L2,8CRXV06.1ME0,large car,6.0,Drv,13.0,18.0,15.0,19.0126,7,no
CHRYSLER Sebring,2.4,4,Auto-L4,2WD,Gasoline,U2,8CRXB0144M80,midsize car,7.0,Drv,21.0,30.0,24.0,32.0128,6,yes
CHRYSLER Sebring,3.5,6,Auto-L6,4WD,Gasoline,U2,8CRXB0241M80,midsize car,7.0,Drv,15.0,24.0,18.0,23.4603,6,no
CHRYSLER Sebring,3.5,6,Auto-L6,2WD,Gasoline,U2,8CRXB0241M80,midsize car,7.0,Drv,16.0,26.0,19.0,25.1493,6,no
CHRYSLER Sebring,2.4,4,Auto-L4,2WD,Gasoline,B5,8CRXB02.4ME0,midsize car,6.0,Drv,21.0,30.0,24.0,32.0128,6,yes
CHRYSLER Sebring,2.4,4,Auto-L4,2WD,Gasoline,L2,8CRXB02.4ME0,midsize car,6.0,Drv,21.0,30.0,24.0,32.0128,6,yes
CHRYSLER Sebring,2.7,6,Auto-L4,2WD,Gasoline,L2,8CRXV0167M70,midsize car,6.0,Drv,19.0,27.0,22.0,29.0052,6,no
CHRYSLER Sebring,3.5,6,Auto-L6,4WD,Gasoline,B5,8CRXB04.0ME0,midsize car,6.0,Drv,15.0,24.0,18.0,23.4603,6,no
CHRYSLER Sebring,3.5,6,Auto-L6,2WD,Gasoline,B5,8CRXB04.0ME0,midsize car,6.0,Drv,16.0,26.0,19.0,25.1493,6,no
CHRYSLER Sebring,2.7,6,Auto-L4,2WD,ethanol/gas,B8,8CRXV02.7MHP,midsize car,3.0,Drv,13.0,20.0,16.0,20.5206,7,no
CHRYSLER Sebring Convertible,2.4,4,Auto-L4,2WD,Gasoline,U2,8CRXB0144M80,small car,7.0,Drv,20.0,29.0,23.0,30.3388,7,yes
CHRYSLER Sebring Convertible,3.5,6,Auto-L6,2WD,Gasoline,U2,8CRXB0241M80,small car,7.0,Drv,16.0,26.0,19.0,25.1493,6,no
CHRYSLER Sebring Convertible,2.4,4,Auto-L4,2WD,Gasoline,B5,8CRXB02.4ME0,small car,6.0,Drv,20.0,29.0,23.0,30.3388,6,yes
CHRYSLER Sebring Convertible,2.4,4,Auto-L4,2WD,Gasoline,L2,8CRXB02.4ME0,small car,6.0,Drv,20.0,29.0,23.0,30.3388,6,yes
CHRYSLER Sebring Convertible,2.7,6,Auto-L4,2WD,Gasoline,L2,8CRXV0167M70,small car,6.0,Drv,18.0,26.0,21.0,27.2011,6,no
CHRYSLER Sebring Convertible,3.5,6,Auto-L6,2WD,Gasoline,B5,8CRXB04.0ME0,small car,6.0,Drv,16.0,26.0,19.0,25.1493,6,no
CHRYSLER Sebring Convertible,2.7,6,Auto-L4,2WD,ethanol/gas,B8,8CRXV02.7MHP,small car,3.0,Drv,13.0,19.0,15.0,19.2186,6,no
CHRYSLER Town & Country,3.3,6,Auto-L4,2WD,Gasoline,U2,8CRXT0231N80,minivan,7.0,Drv,17.0,24.0,19.0,24.9766,6,no
CHRYSLER Town & Country,3.8,6,Auto-L6,2WD,Gasoline,U2,8CRXT0231N80,minivan,7.0,Drv,16.0,23.0,18.0,23.7952,6,no
CHRYSLER Town & Country,4.0,6,Auto-L6,2WD,Gasoline,U2,8CRXB0241M80,minivan,7.0,Drv,16.0,23.0,18.0,25.9596,8,no
CHRYSLER Town & Country,3.3,6,Auto-L4,2WD,ethanol,B5,8CRXT03.3NEP,minivan,6.0,Drv,11.0,17.0,13.0,17.1283,8,no
CHRYSLER Town & Country,3.3,6,Auto-L4,2WD,Gasoline,B5,8CRXT03.8NE0,minivan,6.0,Drv,17.0,24.0,19.0,24.9766,8,no
CHRYSLER Town & Country,3.8,6,Auto-L6,2WD,Gasoline,B5,8CRXT03.8NE0,minivan,6.0,Drv,16.0,23.0,18.0,23.7952,8,no
CHRYSLER Town & Country,4.0,6,Auto-L6,2WD,Gasoline,B5,8CRXB04.0ME0,minivan,6.0,Drv,16.0,23.0,18.0,25.9596,8,no
DODGE Avenger,2.4,4,Auto-L4,2WD,Gasoline,U2,8CRXB0144M80,midsize car,7.0,Drv,21.0,30.0,24.0,32.0128,8,yes
DODGE Avenger,3.5,6,Auto-L6,4WD,Gasoline,U2,8CRXB0241M80,midsize car,7.0,Drv,15.0,24.0,18.0,23.4603,7,no
DODGE Avenger,3.5,6,Auto-L6,2WD,Gasoline,U2,8CRXB0241M80,midsize car,7.0,Drv,16.0,26.0,19.0,25.1493,7,no
DODGE Avenger,2.4,4,Auto-L4,2WD,Gasoline,B5,8CRXB02.4ME0,midsize car,6.0,Drv,21.0,30.0,24.0,32.0128,3,yes
DODGE Avenger,2.4,4,Auto-L4,2WD,Gasoline,L2,8CRXB02.4ME0,midsize car,6.0,Drv,21.0,30.0,24.0,32.0128,3,yes
DODGE Avenger,2.7,6,Auto-L4,2WD,Gasoline,L2,8CRXV0167M70,midsize car,6.0,Drv,19.0,27.0,22.0,29.0052,3,no
DODGE Avenger,3.5,6,Auto-L6,4WD,Gasoline,B5,8CRXB04.0ME0,midsize car,6.0,Drv,15.0,24.0,18.0,23.4603,3,no
DODGE Avenger,3.5,6,Auto-L6,2WD,Gasoline,B5,8CRXB04.0ME0,midsize car,6.0,Drv,16.0,26.0,19.0,25.1493,3,no
DODGE Avenger,2.7,6,Auto-L4,2WD,ethanol/gas,B8,8CRXV02.7MHP,midsize car,3.0,Drv,13.0,20.0,16.0,20.5206,3,no
DODGE Caliber,2.4,4,Auto-AV,4WD,Gasoline,U2,8CRXB0144M81,midsize car,7.0,Drv,21.0,24.0,22.0,29.1499,3,yes
DODGE Caliber,2.4,4,Auto-AV,2WD,Gasoline,U2,8CRXB0144M81,midsize car,7.0,Drv,21.0,25.0,23.0,30.2635,3,yes
DODGE Caliber,2.0,4,Auto-AV,2WD,Gasoline,B5,8CRXB02.4ME0,midsize car,6.0,Drv,23.0,27.0,24.0,32.3905,3,yes
DODGE Caliber,2.0,4,Auto-AV,2WD,Gasoline,L2,8CRXB02.4ME0,midsize car,6.0,Drv,23.0,27.0,24.0,32.3905,3,yes
DODGE Caliber,2.4,4,Auto-AV,4WD,Gasoline,B5,8CRXB02.4ME0,midsize car,6.0,Drv,21.0,24.0,22.0,29.1499,3,no
DODGE Caliber,2.4,4,Auto-AV,2WD,Gasoline,B5,8CRXB02.4ME0,midsize car,6.0,Drv,21.0,25.0,23.0,30.2635,3,yes
DODGE Caliber,2.4,4,Auto-AV,2WD,Gasoline,L2,8CRXB02.4ME0,midsize car,6.0,Drv,21.0,25.0,23.0,30.2635,3,yes
DODGE Caravan,3.3,6,Auto-L4,2WD,Gasoline,U2,8CRXT0231N80,minivan,7.0,Drv,17.0,24.0,19.0,24.9766,3,no
DODGE Caravan,3.8,6,Auto-L6,2WD,Gasoline,U2,8CRXT0231N80,minivan,7.0,Drv,16.0,23.0,18.0,23.7952,3,no
DODGE Caravan,4.0,6,Auto-L6,2WD,Gasoline,U2,8CRXB0241M80,minivan,7.0,Drv,16.0,23.0,18.0,25.9596,3,no
DODGE Caravan,3.3,6,Auto-L4,2WD,ethanol/gas,B5,8CRXT03.3NEP,minivan,6.0,Drv,11.0,17.0,13.0,17.1283,3,no
DODGE Caravan,3.3,6,Auto-L4,2WD,Gasoline,B5,8CRXT03.8NE0,minivan,6.0,Drv,17.0,24.0,19.0,24.9766,3,no
DODGE Caravan,3.8,6,Auto-L6,2WD,Gasoline,B5,8CRXT03.8NE0,minivan,6.0,Drv,16.0,23.0,18.0,23.7952,3,no
DODGE Caravan,4.0,6,Auto-L6,2WD,Gasoline,B5,8CRXB04.0ME0,minivan,6.0,Drv,16.0,23.0,18.0,25.9596,3,no
DODGE Challenger,6.1,8,Auto-L5,2WD,Gasoline,B5,8CRXV06.1ME0,midsize car,6.0,Drv,13.0,18.0,15.0,19.0126,4,no
DODGE Challenger,6.1,8,Auto-L5,2WD,Gasoline,L2,8CRXV06.1ME0,midsize car,6.0,Drv,13.0,18.0,15.0,19.0126,4,no
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,U2,8CRXV0215M80,large car,7.0,Drv,15.0,22.0,18.0,22.7969,4,no
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,U2,8CRXV0215M80,large car,7.0,Drv,17.0,24.0,20.0,25.3086,4,yes
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,U2,8CRXV0215M80,large car,7.0,Drv,17.0,24.0,20.0,25.8136,4,yes
DODGE Charger,5.7,8,Auto-L5,4WD,Gasoline,B4,8CRXV05.7MD0,large car,7.0,Drv,15.0,22.0,18.0,23.0671,4,no
DODGE Charger,5.7,8,Auto-L5,2WD,Gasoline,B4,8CRXV05.7MD0,large car,7.0,Drv,15.0,23.0,18.0,23.4146,6,no
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,B5,8CRXV02.7ME0,large car,6.0,Drv,18.0,26.0,21.0,27.5143,6,no
DODGE Charger,2.7,6,Auto-L4,2WD,Gasoline,L2,8CRXV02.7ME0,large car,6.0,Drv,18.0,26.0,21.0,27.5143,10,no
DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,B5,8CRXV03.5ME0,large car,6.0,Drv,15.0,22.0,18.0,22.7969,10,no
DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,B5,8CRXV03.5ME0,large car,6.0,Drv,17.0,24.0,20.0,25.3086,10,no
DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,B5,8CRXV03.5ME0,large car,6.0,Drv,17.0,24.0,20.0,25.8136,10,no
DODGE Charger,6.1,8,Auto-L5,2WD,Gasoline,B5,8CRXV06.1ME0,large car,6.0,Drv,13.0,18.0,15.0,19.0126,5,no
DODGE Charger,6.1,8,Auto-L5,2WD,Gasoline,L2,8CRXV06.1ME0,large car,6.0,Drv,13.0,18.0,15.0,19.0126,5,no
DODGE Dakota,3.7,6,Auto-L4,2WD,Gasoline,U2,8CRXT0226P80,pickup,7.0,Drv,15.0,20.0,17.0,21.5513,4,no
DODGE Dakota,3.7,6,Auto-L4,4WD,Gasoline,U2,8CRXT0226P80,pickup,7.0,Drv,14.0,18.0,15.0,19.5386,4,no
DODGE Dakota,4.7,8,Auto-L5,2WD,Gasoline,U2,8CRXT0287P80,pickup,7.0,Drv,14.0,19.0,15.0,19.8743,3,no
DODGE Dakota,4.7,8,Auto-L5,4WD,Gasoline,U2,8CRXT0287P80,pickup,7.0,Drv,14.0,19.0,15.0,19.7972,4,no
DODGE Dakota,3.7,6,Auto-L4,2WD,Gasoline,B5,8CRXT03.7PE0,pickup,6.0,Drv,15.0,20.0,17.0,21.5513,4,no
DODGE Dakota,3.7,6,Man-6,2WD,Gasoline,B5,8CRXT03.7PE0,pickup,6.0,Drv,16.0,20.0,18.0,22.6725,10,no
DODGE Dakota,3.7,6,Auto-L4,4WD,Gasoline,B5,8CRXT03.7PE0,pickup,6.0,Drv,14.0,18.0,15.0,19.5386,10,no
DODGE Dakota,3.7,6,Man-6,4WD,Gasoline,B5,8CRXT03.7PE0,pickup,6.0,Drv,15.0,19.0,16.0,20.9218,5,no
DODGE Dakota,3.7,6,Auto-L4,2WD,Gasoline,L2,8CRXT03.7PE0,pickup,6.0,Drv,15.0,20.0,17.0,21.5513,3,no
DODGE Dakota,3.7,6,Man-6,2WD,Gasoline,L2,8CRXT03.7PE0,pickup,6.0,Drv,16.0,20.0,18.0,22.6725,3,no
DODGE Dakota,3.7,6,Auto-L4,4WD,Gasoline,L2,8CRXT03.7PE0,pickup,6.0,Drv,14.0,18.0,15.0,19.5386,3,no
DODGE Dakota,3.7,6,Man-6,4WD,Gasoline,L2,8CRXT03.7PE0,pickup,6.0,Drv,15.0,19.0,16.0,20.9218,3,no
DODGE Dakota,4.7,8,Auto-L5,2WD,ethanol/gas,B8,8CRXT04.7PJP,pickup,3.0,Drv,9.0,12.0,10.0,12.9,3,no
DODGE Dakota,4.7,8,Auto-L5,4WD,ethanol/gas,B8,8CRXT04.7PJP,pickup,3.0,Drv,9.0,12.0,10.0,12.9,3,no
DODGE Durango,3.7,6,Auto-L4,2WD,Gasoline,U2,8CRXT0226P80,SUV,7.0,Drv,14.0,19.0,16.0,20.9196,3,no
DODGE Durango,4.7,8,Auto-L5,2WD,Gasoline,U2,8CRXT0287P80,SUV,7.0,Drv,14.0,19.0,15.0,19.7972,4,no
DODGE Durango,4.7,8,Auto-L5,4WD,Gasoline,U2,8CRXT0287P80,SUV,7.0,Drv,13.0,17.0,15.0,18.8775,2,no
DODGE Durango,3.7,6,Auto-L4,2WD,Gasoline,B5,8CRXT03.7PE0,SUV,6.0,Drv,14.0,19.0,16.0,20.9196,2,no
DODGE Durango,5.7,8,Auto-L5,2WD,Gasoline,B5,8CRXT05.7PE0,SUV,6.0,Drv,13.0,19.0,15.0,19.5,2,no
DODGE Durango,5.7,8,Auto-L5,4WD,Gasoline,B5,8CRXT05.7PE0,SUV,6.0,Drv,13.0,18.0,15.0,18.8,2,no
DODGE Durango,5.7,8,Auto-L5,2WD,Gasoline,L2,8CRXT05.7PE0,SUV,6.0,Drv,13.0,19.0,15.0,19.5,3,no
DODGE Durango,5.7,8,Auto-L5,4WD,Gasoline,L2,8CRXT05.7PE0,SUV,6.0,Drv,13.0,18.0,15.0,18.8,3,no
DODGE Durango,4.7,8,Auto-L5,2WD,ethanol/gas,B8,8CRXT04.7PJP,SUV,3.0,Drv,9.0,12.0,10.0,12.9,3,no
DODGE Durango,4.7,8,Auto-L5,4WD,ethanol/gas,B8,8CRXT04.7PJP,SUV,3.0,Drv,9.0,12.0,10.0,12.9,3,no
DODGE Magnum,3.5,6,Auto-L5,2WD,Gasoline,U2,8CRXV0215M80,SUV,7.0,Drv,17.0,24.0,20.0,25.3086,5,yes
DODGE Magnum,3.5,6,Auto-L4,2WD,Gasoline,U2,8CRXV0215M80,SUV,7.0,Drv,17.0,24.0,20.0,25.8136,5,yes
DODGE Magnum,3.5,6,Auto-L5,4WD,Gasoline,U2,8CRXV0215M80,SUV,7.0,Drv,15.0,22.0,18.0,22.7969,4,no
DODGE Magnum,5.7,8,Auto-L5,2WD,Gasoline,B4,8CRXV05.7MD0,SUV,7.0,Drv,15.0,23.0,18.0,23.4146,4,no
DODGE Magnum,5.7,8,Auto-L5,4WD,Gasoline,B4,8CRXV05.7MD0,SUV,7.0,Drv,15.0,22.0,18.0,23.0671,3,no
DODGE Magnum,2.7,6,Auto-L4,2WD,Gasoline,B5,8CRXV02.7ME0,SUV,6.0,Drv,18.0,26.0,21.0,27.5143,3,no
DODGE Magnum,2.7,6,Auto-L4,2WD,Gasoline,L2,8CRXV02.7ME0,SUV,6.0,Drv,18.0,26.0,21.0,27.5143,3,no
DODGE Magnum,3.5,6,Auto-L5,2WD,Gasoline,B5,8CRXV03.5ME0,SUV,6.0,Drv,17.0,24.0,20.0,25.3086,2,no
DODGE Magnum,3.5,6,Auto-L4,2WD,Gasoline,B5,8CRXV03.5ME0,SUV,6.0,Drv,17.0,24.0,20.0,25.8136,2,no
DODGE Magnum,3.5,6,Auto-L5,4WD,Gasoline,B5,8CRXV03.5ME0,SUV,6.0,Drv,15.0,22.0,18.0,22.7969,3,no
DODGE Magnum,6.1,8,Auto-L5,2WD,Gasoline,B5,8CRXV06.1ME0,SUV,6.0,Drv,13.0,18.0,15.0,19.0126,3,no
DODGE Magnum,6.1,8,Auto-L5,2WD,Gasoline,L2,8CRXV06.1ME0,SUV,6.0,Drv,13.0,18.0,15.0,19.0126,4,no
DODGE Nitro,3.7,6,Auto-L4,2WD,Gasoline,U2,8CRXT0226N80,SUV,7.0,Drv,16.0,22.0,18.0,23.5,4,no
DODGE Nitro,3.7,6,Auto-L4,4WD,Gasoline,U2,8CRXT0226N80,SUV,7.0,Drv,15.0,21.0,17.0,22.1,4,no
DODGE Nitro,3.7,6,Auto-L4,2WD,Gasoline,B5,8CRXT03.7NE0,SUV,6.0,Drv,16.0,22.0,18.0,23.5,4,no
DODGE Nitro,3.7,6,Man-6,2WD,Gasoline,B5,8CRXT03.7NE0,SUV,6.0,Drv,16.0,22.0,19.0,24.1,3,no
DODGE Nitro,3.7,6,Auto-L4,4WD,Gasoline,B5,8CRXT03.7NE0,SUV,6.0,Drv,15.0,21.0,17.0,22.1,3,no
DODGE Nitro,3.7,6,Man-6,4WD,Gasoline,B5,8CRXT03.7NE0,SUV,6.0,Drv,16.0,22.0,18.0,23.2,2,no
DODGE Nitro,3.7,6,Auto-L4,2WD,Gasoline,L2,8CRXT03.7NE0,SUV,6.0,Drv,16.0,22.0,18.0,23.5,2,no
DODGE Nitro,3.7,6,Man-6,2WD,Gasoline,L2,8CRXT03.7NE0,SUV,6.0,Drv,16.0,22.0,19.0,24.1,4,no
DODGE Nitro,3.7,6,Auto-L4,4WD,Gasoline,L2,8CRXT03.7NE0,SUV,6.0,Drv,15.0,21.0,17.0,22.1,4,no
DODGE Nitro,3.7,6,Man-6,4WD,Gasoline,L2,8CRXT03.7NE0,SUV,6.0,Drv,16.0,22.0,18.0,23.2,4,no
DODGE Nitro,4.0,6,Auto-L5,2WD,Gasoline,B5,8CRXT04.0NE0,SUV,6.0,Drv,16.0,21.0,18.0,23.2,3,no
DODGE Nitro,4.0,6,Auto-L5,2WD,Gasoline,L2,8CRXT04.0NE0,SUV,6.0,Drv,16.0,21.0,18.0,23.2,3,no
DODGE RAM 1500,3.7,6,Auto-L4,2WD,Gasoline,U2,8CRXT0226P80,pickup,7.0,Drv,14.0,19.0,16.0,20.9196,3,no
DODGE RAM 1500,4.7,8,Auto-L5,2WD,Gasoline,U2,8CRXT0287P80,pickup,7.0,Drv,13.0,18.0,15.0,19.4531,3,no
DODGE RAM 1500,4.7,8,Auto-L5,4WD,Gasoline,U2,8CRXT0287P80,pickup,7.0,Drv,13.0,17.0,15.0,18.9358,3,no
DODGE RAM 1500,3.7,6,Auto-L4,2WD,Gasoline,B5,8CRXT03.7PE0,pickup,6.0,Drv,14.0,19.0,16.0,20.9196,3,no
DODGE RAM 1500,3.7,6,Man-6,2WD,Gasoline,B5,8CRXT03.7PE0,pickup,6.0,Drv,16.0,19.0,17.0,22.1525,3,no
DODGE RAM 1500,3.7,6,Auto-L4,2WD,Gasoline,L2,8CRXT03.7PE0,pickup,6.0,Drv,14.0,19.0,16.0,20.9196,3,no
DODGE RAM 1500,3.7,6,Man-6,2WD,Gasoline,L2,8CRXT03.7PE0,pickup,6.0,Drv,16.0,19.0,17.0,22.1525,3,no
DODGE RAM 1500,4.7,8,Man-6,2WD,Gasoline,B5,8CRXT04.7PE0,pickup,6.0,Drv,13.0,17.0,14.0,18.3343,3,no
DODGE RAM 1500,4.7,8,Man-6,4WD,Gasoline,B5,8CRXT04.7PE0,pickup,6.0,Drv,12.0,16.0,14.0,17.8167,3,no
DODGE RAM 1500,4.7,8,Man-6,2WD,Gasoline,L2,8CRXT04.7PE0,pickup,6.0,Drv,13.0,17.0,14.0,18.3343,3,no
DODGE RAM 1500,4.7,8,Man-6,4WD,Gasoline,L2,8CRXT04.7PE0,pickup,6.0,Drv,12.0,16.0,14.0,17.8167,1,no
DODGE RAM 1500,5.7,8,Auto-L5,2WD,Gasoline,B5,8CRXT05.7PE0,pickup,6.0,Drv,13.0,19.0,15.0,19.5,1,no
DODGE RAM 1500,5.7,8,Auto-L5,4WD,Gasoline,B5,8CRXT05.7PE0,pickup,6.0,Drv,13.0,17.0,14.0,18.2,3,no
DODGE RAM 1500,5.7,8,Auto-L5,2WD,Gasoline,L2,8CRXT05.7PE0,pickup,6.0,Drv,13.0,19.0,15.0,19.5,3,no
DODGE RAM 1500,5.7,8,Auto-L5,4WD,Gasoline,L2,8CRXT05.7PE0,pickup,6.0,Drv,13.0,17.0,14.0,18.2,3,no
DODGE RAM 1500,4.7,8,Auto-L5,2WD,ethanol/gas,B8,8CRXT04.7PJP,pickup,3.0,Drv,9.0,12.0,10.0,12.9,3,no
DODGE RAM 1500,4.7,8,Auto-L5,4WD,ethanol/gas,B8,8CRXT04.7PJP,pickup,3.0,Drv,9.0,12.0,10.0,12.9,1,no
DODGE Viper,8.4,10,Man-6,2WD,Gasoline,B5,8CRXV08.4ME0,small car,6.0,Drv,13.0,22.0,16.0,19.898,1,no
DODGE Viper,8.4,10,Man-6,2WD,Gasoline,L2,8CRXV08.4ME0,small car,6.0,Drv,13.0,22.0,16.0,19.898,3,no
DODGE Viper Convertible,8.4,10,Man-6,2WD,Gasoline,B5,8CRXV08.4ME0,small car,6.0,Drv,13.0,22.0,16.0,19.898,3,no
DODGE Viper Convertible,8.4,10,Man-6,2WD,Gasoline,L2,8CRXV08.4ME0,small car,6.0,Drv,13.0,22.0,16.0,19.898,6,no
FERRARI 599 GTB Fiorano,5.9,12,Auto-6,2WD,Gasoline,B5,8FEXV05.7LEV,small car,6.0,Drv,11.0,15.0,12.0,15.6889,6,no
FERRARI 599 GTB Fiorano,5.9,12,Man-6,2WD,Gasoline,B5,8FEXV05.7LEV,small car,6.0,Drv,11.0,15.0,12.0,15.8746,7,no
FERRARI 599 GTB Fiorano,5.9,12,Auto-6,2WD,Gasoline,L2,8FEXV05.7LEV,small car,6.0,Drv,11.0,15.0,12.0,15.6889,7,no
FERRARI 599 GTB Fiorano,5.9,12,Man-6,2WD,Gasoline,L2,8FEXV05.7LEV,small car,6.0,Drv,11.0,15.0,12.0,15.8746,6,no
FERRARI 612 Scaglietti,5.7,12,Auto-6,2WD,Gasoline,B5,8FEXV05.7LEV,midsize car,6.0,Drv,9.0,16.0,11.0,14.5406,6,no
FERRARI 612 Scaglietti,5.7,12,Man-6,2WD,Gasoline,B5,8FEXV05.7LEV,midsize car,6.0,Drv,10.0,15.0,12.0,14.6767,7,no
FERRARI 612 Scaglietti,5.7,12,Auto-6,2WD,Gasoline,L2,8FEXV05.7LEV,midsize car,6.0,Drv,9.0,16.0,11.0,14.5406,7,no
FERRARI 612 Scaglietti,5.7,12,Man-6,2WD,Gasoline,L2,8FEXV05.7LEV,midsize car,6.0,Drv,10.0,15.0,12.0,14.6767,6,no
FORD Crown Victoria FFV,4.6,8,Auto-L4,2WD,ethanol/gas,B5,8FMXV04.6VEF,large car,6.0,Drv,11.0,16.0,13.0,16.9467,6,no
